"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap","priceChangedFiveDayPercent","priceChangedOneMonthPercent","priceChangedThreeMonthsPercent"
"NSG","UPCOM","Sai Gon Plastic Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2016-05-19",8639208,120948912000,"N/A","N/A","N/A"
"NSH","HNX","Song Hong Aluminum Shalumi Group Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Aluminum","2017-07-31",20693437,136576684200,1.52,9.09,-22.73
"NSL","UPCOM","SonLa Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2019-07-22",10000000,174997532500,"N/A","N/A","N/A"
"NSS","UPCOM","Dong Nai Agricultural Livestock Product Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2018-10-30",10263942,41055768000,"N/A","N/A","N/A"
"NST","HNX","Ngan Son Joint Stock Company","Consumer Goods","Personal & Household Goods","Tobacco","Tobacco","2006-12-29",11202003,75053420100,-1.49,0,"N/A"
"NT2","HOSE","PetroVietnam Power Nhon Trach 2 Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2010-01-22",287876029,7369626342400,1.37,-2.34,1.95
"NTB","UPCOM","Transport Engineering Construction And Business Investment Joint Stock Company 584","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-05-17",39779577,42166351620,"N/A","N/A","N/A"
"NTC","UPCOM","Nam Tan Uyen Joint Stock Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2016-12-19",23999980,4475420270480,0.48,7.08,9.53
"NTF","UPCOM","Nghe An Pharmaceutical Medical Material Equipment Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2019-07-04",6000000,126000000000,"N/A","N/A","N/A"
"NTH","HNX","Nuoc trong Thermal Power Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2019-06-19",10802053,518498544000,"N/A","N/A","N/A"
"NTL","HOSE","Tu Liem Urban Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2007-12-21",60989950,1671124630000,1.64,-2.19,4.53
"NTP","HNX","Tien Phong Plastics Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-11",117796183,5610611962200,0.69,4.39,7.83
"NTT","UPCOM","Nha Trang Textile &amp; Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-12-27",23500000,242050000000,"N/A","N/A","N/A"
"NTW","UPCOM","Nhon Trach Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2012-04-09",10000000,176000000000,0.57,-5.28,"N/A"
"NUE","UPCOM","Nha Trang Urban Environmental Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-02-20",6000000,54600000000,0,-9.89,"N/A"
"NVB","HNX","National Citizen Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2010-09-13",560155587,14643934338100,-0.76,-9.89,-42.59
"NVL","HOSE","No Va Land Investment Group Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2016-12-28",1949833809,162421156289700,1.8,10.32,8.4
"NVP","UPCOM","Vinh Phuc Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-12-15",10963000,57007600000,"N/A","N/A","N/A"
"NVT","HOSE","Ninh Van Bay Travel Real Estate Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-05-07",90500000,1438950000000,4.4,11.32,11.95
"NWT","UPCOM","Newway Transport Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2016-03-30",8500000,85000000000,"N/A","N/A","N/A"
"NXT","UPCOM","Kon Tum Construction Materials Supply And Production Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2021-12-09",3300000,107910000000,-12.5,11.94,34.19
"OCB","HOSE","Orient Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2021-01-28",1369882863,24520903247700,2.51,-1.12,-7.54
"OCH","HNX","One Capital Hospitality Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2010-10-01",200000000,1540000000000,"N/A","N/A","N/A"
"ODE","UPCOM","ODE Media and Entertainment Group Joint Stock Company","Consumer Services","Media","Media","Broadcasting & Entertainment","2022-01-10",10000000,564950000000,3.37,11.19,13.68
"OGC","HOSE","Ocean Group Joint Stock Company","Financials","Financial Services","Financial Services","Specialty Finance","2010-05-04",300000000,4019999986600,1.87,6.34,5.97
"OIL","UPCOM","PetroVietnam Oil Corporation","Oil & Gas","Oil & Gas","Oil & Gas Producers","Exploration & Production","2018-03-07",201425936,13725259694500,2.26,3.01,-8.95
"ONE","HNX","One Communication Technology Corporation","Technology","Technology","Technology Hardware & Equipment","Computer Hardware","2008-06-24",7960310,58413069200,-1.35,0,-5.41
"ONW","UPCOM","One World Services Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Recreational Services","2017-02-17",2000000,8800000000,"N/A","N/A","N/A"
"OPC","HOSE","OPC Pharmaceutial Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2008-10-30",64050892,1601272300000,0,-10,4.56
"ORS","HOSE","Tien Phong Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2010-07-12",200000000,3170000000000,1.58,7.57,-8.83
"PAC","HOSE","Dry Cell and Storage Battery Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2006-12-12",46471707,1621862574300,1.15,-3.04,"N/A"
"PAI","UPCOM","Petroleum Information Technology Telecom and Automation Joint Stock Company","Telecommunications","Telecommunications","Fixed Line Telecommunications","Fixed Line Telecommunications","2017-01-23",4235290,55058770000,"N/A","N/A","N/A"
"PAN","HOSE","The PAN Group Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2006-12-22",216358580,5055252950000,6.2,2.07,5.79
"PAP","UPCOM","Petro Vietnam Phuoc An Port Investment &amp; Operation Join Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2021-07-14",150000000,1725000000000,"N/A","N/A","N/A"
"PAS","UPCOM","Phuong Anh International Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2020-09-21",28049968,272757888832,3.12,8.33,-68.75
"PAT","UPCOM","Vietnam Apatite - Phosphorus Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2022-06-17",25000000,3217150000000,0.39,-9.58,"N/A"
"PBC","UPCOM","Pharbaco Central Pharmaceutical Joint Stock Company No. 1","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2019-11-26",110000000,1740854500000,8.33,3.53,-0.19
"PBP","HNX","PetroVietnam Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2015-01-27",4799516,112788626000,29.79,33.62,38.3
"PBT","UPCOM","Petro Vietnam Building and Commercial Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2019-01-18",17522284,157700556000,"N/A","N/A","N/A"
"PC1","HOSE","PC1 Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-11-16",235159649,9418143942450,4.49,7.12,-0.37
"PCC","UPCOM","Petrolimex Construction 1 Joint Stock Company Group","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-11-14",11500000,203550000000,"N/A","N/A","N/A"
"PCE","HNX","Central Petrovietnam Fertilizer and Chemicals Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2015-07-23",10000000,280000000000,"N/A","N/A","N/A"
"PCF","UPCOM","PETEC Coffee Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2017-03-29",3000000,14562000000,14.58,"N/A","N/A"
"PCG","HNX","PetroVietnam Gas City Investment and Deverlopment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2010-12-29",18870000,137751000000,2.74,2.74,-2.74
"PCH","HNX","Picomat Plastic Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2022-07-28",20000000,202000000000,-15.84,-63.37,"N/A"
"PCM","UPCOM","Post and Telecommunications Construction Material Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-08-10",4000000,42728000000,-11.01,"N/A","N/A"
"PCN","UPCOM","DMC - Northern Petroleum Chemicals Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2015-12-18",3924550,20112000000,"N/A","N/A","N/A"
"PCT","HNX","Vietnam Gas and Chemicals Transportation Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2011-09-12",23000000,197800000000,19.77,"N/A","N/A"
"PDB","HNX","DIN Capital Investment Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-08-03",8909981,141668697900,0.63,-3.77,-34.78
"PDC","UPCOM","Phuong Dong Petroleum Tourism Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2009-09-29",15000000,107940000000,-1.47,"N/A","N/A"
"PDN","HOSE","Dong Nai Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2011-10-26",18521954,1983701273400,"N/A","N/A","N/A"
"PDR","HOSE","Phat Dat Real Estate Development Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-07-30",671646219,37813682129700,0.36,4.8,4.62
"PDV","UPCOM","Phuong Dong Viet Shipping and Logistics Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2017-04-20",25109986,307117781792,4.9,2.94,"N/A"
"PEC","UPCOM","Power Engineering Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2010-10-06",3115409,23365567500,"N/A","N/A","N/A"
"PEG","UPCOM","PETEC Trading and Investment Corporation","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2018-11-05",231898919,1742142290000,7.14,"N/A","N/A"
"PEN","HNX","Petrolimex Installation No.3 joint stock company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2014-09-25",5000000,45500000000,"N/A","N/A","N/A"
"PEQ","UPCOM","Petrolimex Equipment Joint Stock Company","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2016-01-18",4965514,201103317000,"N/A","N/A","N/A"
"PET","HOSE","Petrovietnam General Services Corporation","Consumer Services","Retail","General Retailers","Specialty Retailers","2007-09-12",90450124,3683334384000,3.17,15.24,-10
"PFL","UPCOM","Petroleum Dong Do Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-11-17",50000000,268050000000,9.26,16.67,-14.81
"PGB","UPCOM","Petrolimex Group Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2020-12-24",300000000,7181400000000,1.69,7.17,11.39
"PGC","HOSE","Petrolimex Gas Corporation - Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2006-11-24",60342638,1206785700000,-4.5,3.5,-4.5
"PGD","HOSE","Petro Viet Nam Low Pressure Gas Distribution Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2009-11-26",89999025,2888938047000,-0.93,4.24,"N/A"
"PGI","HOSE","Petrolimex Insurance Corporation","Financials","Insurance","Nonlife Insurance","Property & Casualty Insurance","2011-07-29",110896796,3027482530800,-0.73,"N/A","N/A"
"PGN","HNX","Plastic Additives Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2019-07-04",8450940,103101468000,-0.82,-1.64,"N/A"
"PGS","HNX","Southern Gas Trading Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2007-11-15",50000000,1449965026000,3.45,"N/A","N/A"
"PGT","HNX","PGT Holdings Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2009-12-25",9241801,50829905500,-1.82,-1.82,"N/A"
"PGV","HOSE","Power Generation Joint Stock Corporation 3","Utilities","Utilities","Electricity","Conventional Electricity","2018-03-21",1123468046,27749660736200,-2.02,-1.01,"N/A"
"PHC","HOSE","Phuc Hung Holdings Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-11-05",50602094,441946403440,1.72,5.28,-4.93
"PHH","UPCOM","Hong Ha Vietnam Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-03-17",20000000,193670000000,"N/A","N/A","N/A"
"PHN","HNX","Hanoi Battery Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2019-03-13",7253911,248083756200,"N/A","N/A","N/A"
"PHP","HNX","Hai Phong Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2015-08-12",326960000,5525624000000,2.96,-7.1,-15.98
"PHR","HOSE","Phuoc Hoa Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2009-08-18",135499198,9403644341200,3.03,2.02,0.58
"PHS","UPCOM","Phu Hung Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2019-07-31",91050000,3390210835400,"N/A","N/A","N/A"
"PIA","HNX","Petrolimex Information Technology and Telecommunication Joint Stock Company","Telecommunications","Telecommunications","Fixed Line Telecommunications","Fixed Line Telecommunications","2017-02-22",3900000,106080000000,"N/A","N/A","N/A"
"PIC","HNX","PC3-Investment Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2015-08-05",33339891,533438256000,1.88,"N/A","N/A"
"PID","UPCOM","Petroleum Interior Decoration Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2012-11-22",4000000,15600000000,"N/A","N/A","N/A"
"PIS","UPCOM","PISICO Binh Dinh Corporation Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2016-01-12",27500000,324500000000,"N/A","N/A","N/A"
"PIT","HOSE","Petrolimex International Trading Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2008-01-24",15199345,85545554500,-0.66,-5.98,-39.53
"PIV","UPCOM","PIV Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","2010-08-18",17324942,24480143046,"N/A","N/A","N/A"
"PJC","HNX","Petrolimex Ha Noi Transportation and Trading Joint-Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2006-12-25",7326928,195627188700,"N/A","N/A","N/A"
