"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap"
"PMP","HNX","Dam Phu My Packing Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2015-09-22",4200000,65100000000
"PMS","HNX","Petroleum Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2003-11-04",7227662,165640756000
"PMT","UPCOM","Telvina Vietnam Communication Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","2010-07-22",5000000,43472000000
"PMW","UPCOM","Phu My Water Supply Joint-Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2019-07-17",40000000,1192000000000
"PNC","HOSE","Phuong Nam Cultural Joint Stock Company","Consumer Services","Media","Media","Publishing","2005-07-11",11040241,104321730660
"PND","UPCOM","PetroVietnam Oil Nam Dinh Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2017-02-20",6666666,181333315200
"PNG","UPCOM","Phu Nhuan Trading Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2016-04-05",9000000,115200000000
"PNJ","HOSE","Phu Nhuan Jewelry Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Personal Products","2009-03-23",242612362,27629788182000
"PNP","UPCOM","Huu Phu - Newport Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2019-05-17",16100000,376740000000
"PNT","UPCOM","Phu Nhuan Technical Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-01-12",9282802,71473494400
"POB","UPCOM","Thai Binh Petrovietnam Oil Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2017-09-29",10900000,536280000000
"POM","HOSE","Pomina Steel Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2010-04-20",279676336,1974873741140
"POS","UPCOM","PTSC Offshore Services Joint Stock Company","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2016-11-25",40000000,525640000000
"POT","HNX","Post and Telecommunication Equipment JSC","Technology","Technology","Technology Hardware & Equipment","Computer Hardware","2006-12-20",19430006,559584172800
"POV","UPCOM","Vung Ang Petroleum Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2010-09-23",12499612,170244715440
"POW","HOSE","PetroVietnam Power Corporation","Utilities","Utilities","Electricity","Conventional Electricity","2018-03-06",2341871600,31263985860000
"PPC","HOSE","Pha Lai Thermal Power Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2007-01-26",326235000,5610728445000
"PPE","HNX","PP Enterprise Investment Consultancy Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2011-09-21",2000000,30800000000
"PPH","UPCOM","Phong Phu Corporation","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-08-23",74670891,2334734748897
"PPI","UPCOM","Pacific Infrastructure Project Development And Investment Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-04-12",48290629,67413718084
"PPP","HNX","Phong Phu Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2011-07-18",8799991,130239866800
"PPS","HNX","PetroVietnam Power Services Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2011-01-07",15000000,184500000000
"PPT","UPCOM","Petro Times Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2022-06-17",8000000,225616000000
"PPY","HNX","Petrovietnam Oil Phu Yen Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2016-03-02",8651926,93440800800
"PQN","UPCOM","PTSC Quang Ngai Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2019-10-04",30000000,120000000000
"PRC","HNX","Portserco Logistics Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2010-11-29",1200000,19920000000
"PRE","HNX","PVI Reinsurance Joint Stock Corporation","Financials","Insurance","Nonlife Insurance","Reinsurance","2020-12-24",72800000,1405040000000
"PRO","UPCOM","Viet Nam  Procimex Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2014-10-10",3000000,21900000000
"PRT","UPCOM","Binh Duong Producing and Trading Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2018-05-07",300000000,4689600000000
"PSB","UPCOM","Sao Mai - Ben Dinh Petroleum Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-02-25",50000000,353850000000
"PSC","HNX","Petrolimex Saigon Transportation And Service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2006-12-29",7200000,84960000000
"PSD","HNX","Petroleum General Distribution Services Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","2013-06-28",30682623,705700329000
"PSE","HNX","South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2015-03-18",12500000,236250000000
"PSG","UPCOM","Saigon Petroleum Construction and Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2011-03-15",35000000,109445000000
"PSH","HOSE","Nam Song Hau Trading Investing Petroleum Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","2020-06-24",126196780,1387867580000
"PSI","HNX","Petrovietnam Securities Incorporated","Financials","Financial Services","Financial Services","Investment Services","2010-07-21",59841300,484714530000
"PSL","UPCOM","Phu Son LiveStock Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2010-05-17",11812500,204356250000
"PSN","UPCOM","PTSC Thanh Hoa Technical Services Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-06-29",40000000,516000000000
"PSP","UPCOM","Dinh Vu Petroleum Service Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2009-11-10",22500000,399840000000
"PSW","HNX","South West PetroVietNam Fertilizer and Chemicals Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2013-07-05",17000000,217600000000
"PTB","HOSE","Phu Tai Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2011-07-22",68038403,4116323381500
"PTC","HOSE","ICAPITAL Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-12-15",32307324,402395300000
"PTD","HNX","Phuc Thinh Design Construction Trading Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2011-01-14",3200000,36800000000
"PTE","UPCOM","Phu Tho Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-08-12",12500000,40128607008
"PTG","UPCOM","Phan Thiet Garment Import Export Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2010-01-04",4996185,999237000
"PTH","UPCOM","Ha Tay Petrolimex Transportation and Service JSC","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2010-03-23",3503164,31878792400
"PTI","HNX","Post &amp; Telecommunication Joint Stock Insurance Corporation","Financials","Insurance","Nonlife Insurance","Property & Casualty Insurance","2011-03-02",80395709,4743346831000
"PTL","HOSE","Victory Capital Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-09-22",100000000,444892860000
"PTO","UPCOM","Post and Telecommunication Services Construction Work Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-06-20",1200000,24480000000
"PTP","UPCOM","Post Printing And Telecommunication Services Joint Stock Company","Telecommunications","Telecommunications","Fixed Line Telecommunications","Fixed Line Telecommunications","2009-12-10",6800000,92064864600
"PTS","HNX","Hai Phong Petrolimex Transportation and Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2006-12-01",5568000,66259200000
"PTT","UPCOM","Indochina Petroleum Transportation Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2010-04-29",10000000,61000000000
"PTV","UPCOM","Petroleum Trading Joint Stock Company","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2019-11-05",20000000,154060000000
"PTX","UPCOM","Petrolimex Nghe Tinh Transportation and Service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2018-07-30",5847685,2923842500
"PV2","HNX","PV2 Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-12-16",37350000,125353920000
"PVA","UPCOM","PetroVietnam - Nghe An Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-12-12",21846000,28399800000
"PVB","HNX","PetroVietnam Coating Joint Stock Company","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2013-12-24",21599998,313199971000
"PVC","HNX","Petrovietnam Chemical and Services Corporation","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2007-11-15",50000000,820000000000
"PVD","HOSE","PetroVietNam Driling &amp; Well Services Corporation","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2006-12-05",505766810,8515161148500
"PVE","UPCOM","PetroVietnam Engineering Corporation","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2008-01-02",25000000,99900000000
"PVG","HNX","Petro Vietnam LPG Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2009-01-07",36500000,365000000000
"PVH","UPCOM","Thanh Hoa Petroleum Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-05-19",21000000,44646000000
"PVI","HNX","PVI Holdings","Financials","Insurance","Nonlife Insurance","Property & Casualty Insurance","2007-08-10",234241867,10915671002200
"PVL","HNX","Viet Property Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-04-15",50000000,305000000000
"PVM","UPCOM","Petrovietnam Machinery-Technology Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Industrial Suppliers","2016-12-20",38638600,487425939000
"PVO","UPCOM","PV Oil Lube Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2016-01-12",8900000,72285800000
"PVP","UPCOM","Pacific Petroleum Transportation Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2016-12-20",94275028,1072095618416
"PVR","UPCOM","Ha Noi PVR Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-06-21",53100913,113779514896
"PVS","HNX","PetroVietnam Technical Services Corporation","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2007-09-20",477966290,10993224670000
"PVT","HOSE","PetroVietNam Transportation Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2007-12-10",323651246,6117008549400
"PVV","UPCOM","Vinaconex 39 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-09-09",30000000,131070000000
"PVX","UPCOM","Petro Vietnam Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-08-19",400000000,1380789744108
"PVY","UPCOM","PetroVietnam Marine Shipyard Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-12-29",59489787,103809678315
"PWA","UPCOM","Petrowaco Property Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2019-06-11",10000000,65070000000
"PWS","UPCOM","Phu Yen Water Supply and Sewerage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-06-30",38398179,310744989900
"PX1","UPCOM","Cement Joint Stock Company Song Lam 2","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2010-12-01",20000000,200000000000
