symbol,name,lastsale,netchange,pctchange,marketCap,url
MKTX,"MarketAxess Holdings, Inc. Common Stock",$273.565,5.645,2.107%,"10,296,117,484",/market-activity/stocks/mktx
ML,MoneyLion Inc. Class A Common Stock,$0.761,0.0144,1.929%,"192,953,817",/market-activity/stocks/ml
MLAB,"Mesa Laboratories, Inc. Common Stock",$174.12,4.95,2.926%,"929,244,835",/market-activity/stocks/mlab
MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,$10.22,UNCH,--,"183,640,625",/market-activity/stocks/mlac
MLACW,Malacca Straits Acquisition Company Limited Warrants,$0.033,-0.007,-17.50%,NA,/market-activity/stocks/mlacw
MLAI,McLaren Technology Acquisition Corp. Class A Common Stock,$10.13,-0.02,-0.197%,"254,832,813",/market-activity/stocks/mlai
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,$8.68,0.15,1.758%,"3,863,370,984",/market-activity/stocks/mlco
MLI,"Mueller Industries, Inc. Common Stock",$68.50,-0.27,-0.393%,"3,895,231,128",/market-activity/stocks/mli
MLKN,"MillerKnoll, Inc. Common Stock",$20.83,0.6275,3.106%,"1,573,843,749",/market-activity/stocks/mlkn
MLM,"Martin Marietta Materials, Inc. Common Stock",$364.13,-2.35,-0.641%,"22,609,084,406",/market-activity/stocks/mlm
MLNK,"MeridianLink, Inc. Common Stock",$14.90,0.22,1.499%,"1,205,673,879",/market-activity/stocks/mlnk
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",$9.32,UNCH,--,"181,913,753",/market-activity/stocks/mlp
MLR,"Miller Industries, Inc. Common Stock",$27.63,0.04,0.145%,"315,443,863",/market-activity/stocks/mlr
MLSS,"Milestone Scientific, Inc. Common Stock",$0.5869,0.0247,4.393%,"40,962,879",/market-activity/stocks/mlss
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,$9.60,-0.33,-3.323%,"374,184,960",/market-activity/stocks/mltx
MLVF,"Malvern Bancorp, Inc. Common Stock",$14.35,0.05,0.35%,"109,545,432",/market-activity/stocks/mlvf
MMAT,Meta Materials Inc. Common Stock,$1.8199,-0.0801,-4.216%,"658,677,259",/market-activity/stocks/mmat
MMC,"Marsh & McLennan Companies, Inc. Common Stock",$172.61,-0.57,-0.329%,"85,616,200,831",/market-activity/stocks/mmc
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,$16.9629,0.0729,0.432%,"472,595,808",/market-activity/stocks/mmd
MMI,"Marcus & Millichap, Inc. Common Stock",$37.44,0.20,0.537%,"1,473,852,669",/market-activity/stocks/mmi
MMLP,Martin Midstream Partners L.P. Limited Partnership,$3.22,-0.05,-1.529%,"125,099,415",/market-activity/stocks/mmlp
MMM,3M Company Common Stock,$128.04,2.07,1.643%,"70,773,202,837",/market-activity/stocks/mmm
MMMB,"MamaMancini's Holdings, Inc. Common Stock",$1.04,0.02,1.961%,"37,770,571",/market-activity/stocks/mmmb
MMP,Magellan Midstream Partners L.P. Limited Partnership,$52.955,0.255,0.484%,"10,852,389,958",/market-activity/stocks/mmp
MMS,"Maximus, Inc. Common Stock",$71.20,0.90,1.28%,"4,327,055,970",/market-activity/stocks/mms
MMSI,"Merit Medical Systems, Inc. Common Stock",$72.58,0.58,0.806%,"4,131,210,415",/market-activity/stocks/mmsi
MMT,MFS Multimarket Income Trust Common Stock,$4.65,UNCH,--,"281,263,043",/market-activity/stocks/mmt
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",$10.61,0.07,0.664%,"460,132,899",/market-activity/stocks/mmu
MMX,Maverix Metals Inc. Common Shares,$4.47,0.14,3.233%,"658,785,712",/market-activity/stocks/mmx
MMYT,MakeMyTrip Limited Ordinary Shares,$29.73,0.04,0.135%,"3,129,794,593",/market-activity/stocks/mmyt
MNDO,MIND C.T.I. Ltd. Ordinary Shares,$2.20,0.01,0.457%,"44,229,517",/market-activity/stocks/mndo
MNDY,monday.com Ltd. Ordinary Shares,$107.785,0.285,0.265%,"4,859,519,815",/market-activity/stocks/mndy
MNK,Mallinckrodt plc Ordinary Shares,$10.825,-0.175,-1.591%,"142,575,339",/market-activity/stocks/mnk
MNKD,MannKind Corporation Common Stock,$4.595,-0.085,-1.816%,"1,209,383,750",/market-activity/stocks/mnkd
MNMD,Mind Medicine (MindMed) Inc. Common Shares,$2.64,0.09,3.529%,"99,187,807",/market-activity/stocks/mnmd
MNOV,Medicinova Inc Common Stock,$2.73,0.09,3.409%,"133,896,252",/market-activity/stocks/mnov
MNP,"Western Asset Municipal Partners Fund, Inc. Common Stock",$12.3499,0.0599,0.487%,"120,029,456",/market-activity/stocks/mnp
MNPR,Monopar Therapeutics Inc. Common Stock,$2.555,-0.015,-0.584%,"27,431,492",/market-activity/stocks/mnpr
MNRL,"Brigham Minerals, Inc. Class A Common Stock",$36.85,1.42,4.008%,"1,996,365,627",/market-activity/stocks/mnrl
MNRO,"Monro, Inc. Common Stock",$46.405,0.935,2.056%,"1,459,691,178",/market-activity/stocks/mnro
MNSB,"MainStreet Bancshares, Inc. Common Stock",$29.07,0.17,0.588%,"216,141,061",/market-activity/stocks/mnsb
MNSBP,"MainStreet Bancshares, Inc. Depositary Shares",$25.60,UNCH,--,NA,/market-activity/stocks/mnsbp
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",$11.09,-0.72,-6.097%,"3,512,720,215",/market-activity/stocks/mnso
MNST,Monster Beverage Corporation,$102.52,-0.34,-0.331%,"53,489,155,102",/market-activity/stocks/mnst
MNTK,"Montauk Renewables, Inc. Common Stock",$11.60,-0.47,-3.894%,"1,665,802,700",/market-activity/stocks/mntk
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,$10.17,UNCH,--,"219,290,625",/market-activity/stocks/mntn
MNTS,Momentus Inc. Class A Common Stock,$1.115,0.035,3.241%,"93,826,939",/market-activity/stocks/mnts
MNTSW,Momentus Inc. Warrant,$0.12,0.0054,4.712%,NA,/market-activity/stocks/mntsw
MNTV,Momentive Global Inc. Common Stock,$8.105,0.175,2.207%,"1,204,910,397",/market-activity/stocks/mntv
MNTX,"Manitex International, Inc. Common Stock",$4.70,-0.04,-0.844%,"94,479,682",/market-activity/stocks/mntx
MO,"Altria Group, Inc.",$46.845,0.265,0.569%,"83,954,326,290",/market-activity/stocks/mo
MOB,Mobilicom Limited American Depositary Shares,$1.42,0.02,1.429%,"1,662,363",/market-activity/stocks/mob
MOBBW,Mobilicom Limited Warrants,$0.165,UNCH,--,"53,119,558",/market-activity/stocks/mobbw
MOBQ,"Mobiquity Technologies, Inc. Common Stock",$0.95,-0.04,-4.04%,"8,292,731",/market-activity/stocks/mobq
MOBV,Mobiv Acquisition Corp Class A Common Stock,$10.10,-0.02,-0.198%,"132,810,960",/market-activity/stocks/mobv
MOBVW,Mobiv Acquisition Corp Warrant,$0.055,-0.015,-21.429%,NA,/market-activity/stocks/mobvw
MOD,Modine Manufacturing Company Common Stock,$21.29,0.12,0.567%,"1,109,195,971",/market-activity/stocks/mod
MODD,"Modular Medical, Inc. Common Stock",$3.21,0.10,3.215%,"35,071,571",/market-activity/stocks/modd
MODG,Topgolf Callaway Brands Corp. Common Stock,$21.435,0.485,2.315%,"3,962,211,500",/market-activity/stocks/modg
MODN,"Model N, Inc. Common Stock",$39.25,0.37,0.952%,"1,466,332,037",/market-activity/stocks/modn
MODV,ModivCare Inc. Common Stock,$77.00,UNCH,--,"1,088,650,948",/market-activity/stocks/modv
MOFG,MidWestOne Financial Gp Common Stock,$34.51,-0.38,-1.089%,"539,168,020",/market-activity/stocks/mofg
MOGO,Mogo Inc. Common Shares,$0.6207,0.0307,5.203%,"47,144,027",/market-activity/stocks/mogo
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),$2.41,-0.09,-3.60%,"20,036,022",/market-activity/stocks/mogu
MOH,Molina Healthcare Inc Common Stock,$336.78,0.01,0.003%,"19,667,952,000",/market-activity/stocks/moh
MOLN,Molecular Partners AG American Depositary Shares,$7.10,0.70,10.938%,"255,703,468",/market-activity/stocks/moln
MOMO,Hello Group Inc. American Depositary Shares,$5.59,-0.15,-2.613%,"1,107,383,735",/market-activity/stocks/momo
MON,Monument Circle Acquisition Corp. Class A Common Stock,$10.02,-0.01,-0.10%,"313,125,000",/market-activity/stocks/mon
MONCU,Monument Circle Acquisition Corp. Unit,$10.02,UNCH,--,NA,/market-activity/stocks/moncu
MONCW,Monument Circle Acquisition Corp. Warrant,$0.0304,0.0053,21.116%,NA,/market-activity/stocks/moncw
MOND,"Mondee Holdings, Inc. Class A Common Stock",$7.54,-0.165,-2.141%,"620,286,846",/market-activity/stocks/mond
MOR,MorphoSys AG American Depositary Shares,$4.11,-0.01,-0.243%,"561,601,464",/market-activity/stocks/mor
MORF,"Morphic Holding, Inc. Common Stock",$27.32,-0.20,-0.727%,"1,053,254,874",/market-activity/stocks/morf
MORN,"Morningstar, Inc. Common Stock",$249.34,4.21,1.717%,"10,583,532,516",/market-activity/stocks/morn
MOS,Mosaic Company (The) Common Stock,$50.82,-0.48,-0.936%,"17,303,246,148",/market-activity/stocks/mos
MOTS,"Motus GI Holdings, Inc. Common Stock",$1.3799,0.0399,2.978%,"6,424,257",/market-activity/stocks/mots
MOV,Movado Group Inc. Common Stock,$32.02,-0.17,-0.528%,"711,816,351",/market-activity/stocks/mov
MOVE,Movano Inc. Common Stock,$1.87,UNCH,--,"62,862,273",/market-activity/stocks/move
MOXC,Moxian (BVI) Inc Ordinary Shares,$0.8899,0.0018,0.203%,"14,408,842",/market-activity/stocks/moxc
MP,MP Materials Corp. Common Stock,$33.04,-0.21,-0.632%,"5,866,021,612",/market-activity/stocks/mp
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,$11.50,0.07,0.612%,"153,126,767",/market-activity/stocks/mpa
MPAA,"Motorcar Parts  of America, Inc. Common Stock",$11.42,0.15,1.331%,"221,801,307",/market-activity/stocks/mpaa
MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,$10.48,0.05,0.479%,"42,218,743",/market-activity/stocks/mpac
MPACR,Model Performance Acquisition Corp. Right,$0.2576,0.0204,8.60%,NA,/market-activity/stocks/mpacr
MPACW,Model Performance Acquisition Corp. Warrant,$0.08,-0.0006,-0.744%,NA,/market-activity/stocks/mpacw
MPB,Mid Penn Bancorp Common Stock,$32.93,-0.07,-0.212%,"523,022,349",/market-activity/stocks/mpb
MPC,Marathon Petroleum Corporation Common Stock,$121.97,0.16,0.131%,"57,162,561,801",/market-activity/stocks/mpc
MPLN,MultiPlan Corporation Class A Common Stock,$1.55,0.06,4.027%,"990,640,965",/market-activity/stocks/mpln
MPLX,MPLX LP Common Units Representing Limited Partner Interests,$33.905,-0.085,-0.25%,"34,014,950,830",/market-activity/stocks/mplx
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,$10.16,UNCH,--,"292,100,000",/market-activity/stocks/mpra
MPRAU,Mercato Partners Acquisition Corporation Unit,$10.0501,0.0001,0.001%,NA,/market-activity/stocks/mprau
MPRAW,Mercato Partners Acquisition Corporation Warrant,$0.0007,-0.0034,-82.927%,NA,/market-activity/stocks/mpraw
MPTI,"M-tron Industries, Inc. Common Stock",$9.7001,-0.1399,-1.422%,"26,450,213",/market-activity/stocks/mpti
MPV,Barings Participation Investors Common Stock,$12.80,0.05,0.392%,"135,701,760",/market-activity/stocks/mpv
MPW,"Medical Properties Trust, Inc. common stock",$13.0714,-0.0486,-0.37%,"7,816,697,200",/market-activity/stocks/mpw
MPWR,"Monolithic Power Systems, Inc. Common Stock",$375.01,-6.95,-1.82%,"17,603,719,420",/market-activity/stocks/mpwr
MPX,Marine Products Corporation Common Stock,$11.70,0.05,0.429%,"400,345,709",/market-activity/stocks/mpx
MQ,"Marqeta, Inc. Class A Common Stock",$6.8039,0.1139,1.703%,"3,708,823,682",/market-activity/stocks/mq
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",$10.66,0.04,0.377%,"240,960,569",/market-activity/stocks/mqt
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",$12.02,0.09,0.754%,"880,376,990",/market-activity/stocks/mqy
MRAI,"Marpai, Inc. Class A Common Stock",$0.93,-0.0427,-4.39%,"19,472,248",/market-activity/stocks/mrai
MRAM,"Everspin Technologies, Inc. Common Stock",$6.74,-0.02,-0.296%,"137,108,787",/market-activity/stocks/mram
MRBK,Meridian Corporation Common Stock,$34.13,0.40,1.186%,"197,971,952",/market-activity/stocks/mrbk
MRC,MRC Global Inc. Common Stock,$11.82,0.06,0.51%,"988,253,404",/market-activity/stocks/mrc
MRCC,Monroe Capital Corporation Common Stock,$8.755,-0.105,-1.185%,"189,688,807",/market-activity/stocks/mrcc
MRCY,Mercury Systems Inc Common Stock,$51.19,0.37,0.728%,"2,968,120,592",/market-activity/stocks/mrcy
MREO,Mereo BioPharma Group plc American Depositary Shares,$0.7725,-0.0156,-1.979%,"96,551,456",/market-activity/stocks/mreo
MRIN,Marin Software Incorporated Common Stock,$1.13,0.01,0.893%,"18,210,142",/market-activity/stocks/mrin
MRK,"Merck & Company, Inc. Common Stock (new)",$109.98,-0.14,-0.127%,"278,842,849,221",/market-activity/stocks/mrk
MRKR,"Marker Therapeutics, Inc. Common Stock",$0.2955,-0.0045,-1.50%,"24,703,560",/market-activity/stocks/mrkr
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,$6.00,0.28,4.895%,"29,295,006",/market-activity/stocks/mrm
MRNA,"Moderna, Inc. Common Stock",$181.55,5.64,3.206%,"69,747,964,147",/market-activity/stocks/mrna
MRNS,"Marinus Pharmaceuticals, Inc. Common Stock",$4.89,0.10,2.088%,"233,365,274",/market-activity/stocks/mrns
MRO,Marathon Oil Corporation Common Stock,$30.81,0.18,0.588%,"19,566,440,150",/market-activity/stocks/mro
MRSN,"Mersana Therapeutics, Inc. Common Stock",$6.59,-0.07,-1.051%,"657,509,718",/market-activity/stocks/mrsn
MRTN,"Marten Transport, Ltd. Common Stock",$21.06,-0.25,-1.173%,"1,707,895,070",/market-activity/stocks/mrtn
MRTX,"Mirati Therapeutics, Inc. Common Stock",$92.68,1.30,1.423%,"5,337,152,131",/market-activity/stocks/mrtx
MRUS,Merus N.V. Common Shares,$15.205,-0.145,-0.945%,"704,035,245",/market-activity/stocks/mrus
MRVI,"Maravai LifeSciences Holdings, Inc. Class A Common Stock",$14.615,-0.265,-1.781%,"1,922,451,868",/market-activity/stocks/mrvi
MRVL,"Marvell Technology, Inc. Common Stock",$45.83,-0.69,-1.483%,"39,074,658,000",/market-activity/stocks/mrvl
MS,Morgan Stanley Common Stock,$93.015,-0.055,-0.059%,"157,205,527,608",/market-activity/stocks/ms
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,$19.7239,-0.2561,-1.282%,NA,/market-activity/stocks/ms^a
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,$25.65,0.11,0.431%,NA,/market-activity/stocks/ms^e
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,$25.4066,0.0366,0.144%,NA,/market-activity/stocks/ms^f
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),$25.035,0.095,0.381%,NA,/market-activity/stocks/ms^i
MS^K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K",$23.95,0.14,0.588%,NA,/market-activity/stocks/ms^k
MS^L,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.875% Non-Cumulative Preferred Stock, Series L",$21.4677,-0.0523,-0.243%,NA,/market-activity/stocks/ms^l
MS^O,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.250% Non-Cumulative Preferred Stock, Series O",$18.2228,0.1828,1.013%,NA,/market-activity/stocks/ms^o
MS^P,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 6.500% Non-Cumulative Preferred Stock, Series P",$25.4088,0.1688,0.669%,NA,/market-activity/stocks/ms^p
MSA,MSA Safety Incorporated Common Stock,$143.22,2.21,1.567%,"5,613,987,687",/market-activity/stocks/msa
MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,$9.99,0.03,0.301%,"116,033,850",/market-activity/stocks/msac
MSB,Mesabi Trust Common Stock,$20.16,0.02,0.099%,"264,499,402",/market-activity/stocks/msb
MSBI,"Midland States Bancorp, Inc. Common Stock",$26.89,-0.02,-0.074%,"595,599,248",/market-activity/stocks/msbi
MSBIP,"Midland States Bancorp, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",$25.45,UNCH,--,NA,/market-activity/stocks/msbip
MSC,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",$2.48,0.12,5.085%,"522,575,965",/market-activity/stocks/msc
MSCI,MSCI Inc Common Stock,$518.90,11.07,2.18%,"41,490,292,337",/market-activity/stocks/msci
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",$6.76,0.12,1.807%,"137,814,227",/market-activity/stocks/msd
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,$10.02,-0.02,-0.199%,"720,187,500",/market-activity/stocks/msda
MSDAU,MSD Acquisition Corp. Unit,$10.0301,0.0101,0.101%,NA,/market-activity/stocks/msdau
MSDAW,MSD Acquisition Corp. Warrant,$0.065,0.005,8.333%,NA,/market-activity/stocks/msdaw
MSEX,Middlesex Water Company Common Stock,$93.435,-0.015,-0.016%,"1,648,062,124",/market-activity/stocks/msex
MSFT,Microsoft Corporation Common Stock,$253.05,-2.09,-0.819%,"1,886,354,429,089",/market-activity/stocks/msft
MSGE,"Madison Square Garden Entertainment Corp. Class A Common Stock ",$48.23,0.11,0.229%,"1,666,340,375",/market-activity/stocks/msge
MSGM,Motorsport Games Inc. Class A Common Stock,$4.98,0.03,0.606%,"5,813,448",/market-activity/stocks/msgm
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),$162.73,-0.11,-0.068%,"3,959,578,906",/market-activity/stocks/msgs
MSI,"Motorola Solutions, Inc. Common Stock",$273.67,1.47,0.54%,"45,758,502,207",/market-activity/stocks/msi
MSM,"MSC Industrial Direct Company, Inc. Common Stock",$85.4281,-0.4019,-0.468%,"4,773,175,146",/market-activity/stocks/msm
MSN,Emerson Radio Corporation Common Stock,$0.5699,0.0027,0.476%,"11,992,207",/market-activity/stocks/msn
MSPR,"MSP Recovery, Inc. Class A Common Stock",$1.04,-0.07,-6.306%,"76,794,129",/market-activity/stocks/mspr
MSPRW,"MSP Recovery, Inc. Warrant",$0.021,0.001,5.00%,NA,/market-activity/stocks/msprw
MSPRZ,"MSP Recovery, Inc. Warrant",$1.00,0.0297,3.061%,NA,/market-activity/stocks/msprz
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,$10.07,-0.06,-0.592%,"148,079,350",/market-activity/stocks/mssa
MSSAR,Metal Sky Star Acquisition Corporation Right,$0.0875,-0.0025,-2.778%,NA,/market-activity/stocks/mssar
MSSAU,Metal Sky Star Acquisition Corporation Unit,$10.19,0.01,0.098%,NA,/market-activity/stocks/mssau
MSSAW,Metal Sky Star Acquisition Corporation Warrant,$0.0325,UNCH,--,NA,/market-activity/stocks/mssaw
MSTR,MicroStrategy Incorporated Common Stock Class A,$201.84,3.75,1.893%,"2,284,368,403",/market-activity/stocks/mstr
MSVB,"Mid-Southern Bancorp, Inc. Common Stock",$12.7896,UNCH,--,"36,700,857",/market-activity/stocks/msvb
MT,Arcelor Mittal NY Registry Shares NEW,$26.84,-0.21,-0.776%,"21,901,440,000",/market-activity/stocks/mt
MTA,Metalla Royalty & Streaming Ltd. Common Shares,$5.725,0.225,4.091%,"257,709,381",/market-activity/stocks/mta
MTAC,MedTech Acquisition Corporation Class A Common Stock,$10.03,-0.03,-0.298%,"313,437,500",/market-activity/stocks/mtac
MTACW,MedTech Acquisition Corporation Warrant,$0.10,0.0001,0.10%,NA,/market-activity/stocks/mtacw
MTAL,Metals Acquisition Corp Class A Ordinary Shares,$9.92,UNCH,--,"328,783,272",/market-activity/stocks/mtal
MTB,M&T Bank Corporation Common Stock,$168.66,-1.36,-0.80%,"29,112,966,430",/market-activity/stocks/mtb
MTB^H,"M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock, Series H",$22.985,0.095,0.415%,NA,/market-activity/stocks/mtb^h
MTBC,"CareCloud, Inc. Common Stock",$3.2649,-0.0651,-1.955%,"49,692,457",/market-activity/stocks/mtbc
MTBCO,"CareCloud, Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock",$24.9101,-0.0499,-0.20%,NA,/market-activity/stocks/mtbco
MTBCP,"CareCloud, Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock",$26.495,0.065,0.246%,NA,/market-activity/stocks/mtbcp
MTC,"MMTec, Inc. Common Shares",$1.09,UNCH,--,"21,876,300",/market-activity/stocks/mtc
MTCH,"Match Group, Inc. Common Stock",$50.48,-0.08,-0.158%,"14,099,372,231",/market-activity/stocks/mtch
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,$63.72,UNCH,--,NA,/market-activity/stocks/mtcn
MTCR,"Metacrine, Inc. Common Stock",$0.4052,0.0001,0.025%,"17,249,167",/market-activity/stocks/mtcr
MTD,"Mettler-Toledo International, Inc. Common Stock","$1,493.095",23.535,1.601%,"33,287,342,125",/market-activity/stocks/mtd
MTDR,Matador Resources Company Common Stock,$67.32,0.96,1.447%,"7,954,633,526",/market-activity/stocks/mtdr
MTEK,Maris-Tech Ltd. Ordinary Shares,$0.9902,-0.0098,-0.98%,"7,920,824",/market-activity/stocks/mtek
MTEKW,Maris-Tech Ltd. Warrants,$0.0524,-0.0476,-47.60%,NA,/market-activity/stocks/mtekw
MTEM,"Molecular Templates, Inc. Common Stock",$0.54,0.0101,1.906%,"30,429,889",/market-activity/stocks/mtem
MTEX,"Mannatech, Incorporated Common Stock",$22.27,-0.07,-0.313%,"41,388,060",/market-activity/stocks/mtex
